SIO2(WT%),MGO(WT%)
76.8849829183547,0.281262022695836
76.947922406095,0.179995140131216
78.2220622997846,9.99515235110971E-02
75.8697560758516,0.222521614940506
76.7666236271727,0.241531065423721
77.2009384855815,0.12114701998522
77.6643985231098,4.02093701905824E-02
77.7894348938878,5.03426319530726E-02
70.3,1.03
69,1.03
69.2,1.14
69.5,1.13
69.3,0.21
78.2,0.08
77.8,0.07
76.9,0.06
75.02,0.08
75.25,0.02
75.6,0.2
75,0.13
74.5,0.17
79,0.2
74.9,0.19
75.5,0.26
71.4,0.37
76.1,0.25
72.2,0.57
73.2,0.64
70.3,0.87
74.3,0.4
76,0.11
73.9,0.38
70.6,0.7
73.2,0.63
73.5,0.35
74.9,0.23
68.89,0.63
69.85,0.86
70.9,0.78
,
,
69.72,0.27
70.12,0.5
,
,
,
,
,
,
,
46.86,9.45
44.19,5.44
46.45,4.16
50.74,1.9
51.39,1.56
49.51,2.27
47.15,4.07
49.14,2.28
49.27,2.18
51.9,1.59
51.16,5.24
46.51,4.17
76.51,0.01
71.6,0.8
72.9,0.24
74.7,0.18
74.4,0.05
76.1,0.05
75.57,0.22
75.72,0.22
76.14,0.19
75.99,0.2
76.86,0.11
77.06,0.11
76.88,0.14
76.85,0.12
72.52,0.35
67.95,1.39
73.28,0.53
66.89,1.22
70.6,0.72
70.36,0.56
66.92,0.61
68.8,0.96
69.98,0.77
70.56,0.75
71.05,0.67
71.28,0.6
73.27,0.38
75.26,0.14
70.37,1.25
71.91,0.6
71.59,0.52
73.68,0.04
68.91,1.18
73.38,0.21
74.68,0.04
,
,
,
67.97,0.86
70.22,0.39
69.29,0.62
70.53,0.29
69.61,0.38
72.29,0.38
71.58,0.33
71.14,0.34
72.99,0.29
71.09,0.35
66.82,0.38
66.9,0.37
67.4,0.36
68.89,1.23
66.87,1.14
67.51,1.23
65.73,0.91
68.02,1.02
68.8,1.23
67.13,0.87
67.57,1.04
66.11,0.95
65.97,1.36
67.07,1.24
62.14,1.75
68.86,1.44
68.19,1.15
69.58,1.32
69.37,1.27
66.18,1.07
66.66,1.5
69.7,1.37
69.39,1.06
66.05,1.04
72.6000000000002,0.69
79.517,0.102
70.23,0.07
72.68,0.6
78.51,0.32
75.37,0.25
75.53,0.26
78.42,0.56
78.2,0.62
78.6,0.34
72.19,0.22
75.69,0.26
74.01,0.29
72.99,0.34
68,0.9
68.24,0.59
68.67,0.91
71.57,0.66
72.77,0.43
73.12,0.39
66.49,0.87
66.04,0.86
69.58,0.59
70.79,0.48
77.33,0.04
78.88,0.07
78.51,0.08
78.55,0.07
70.79,0.39
71.56,0.35
71.85,0.38
71.42,0.76
69.2,0.68
69.62,0.79
70.08,0.71
69.96,0.68
72.22,0.27
71.81,0.25
69.75,0.28
72.02,0.26
70.51,0.28
70.99,0.25
76.55,0.11
76.36,0.11
76.62,0.11
77.46,0.14
77.12,0.12
77.7,0.12
77.54,0.13
76.8,0.15
77.89,0.14
77.9,0.16
71.93,0.42
71.38,0.42
72.6,0.47
72.35,0.39
77.16,0.12
77.45,0.11
75.04,0.3
72.44,0.42
72.58,0.43
73.16,0.57
72.59,0.55
71.59,0.53
73.99,0.23
72.3,0.55
76.15,0.15
75.73,0.11
74.44,0.25
72.32,0.41
75.7,0.14
73.3,0.63
71.02,0.42
72.57,0.46
72.58,0.4
72.74,0.45
72.76,0.44
72.36,0.43
74.61,0.68
71.37,0.47
75.46,0.15
75.95,0.18
75.73,0.15
73.88,0.28
73.4,0.15
74,0.2
74.6,0.18
74.1,0.15
74.9,0.28
,
,
,
,
,
72.38,0.56
71.66,0.87
70.46,0.71
71.1,0.71
72.5,0.41
75.76,0.36
72.53,1.07
74.04,0.69
72.92,0.71
73.5,1.07
72.86,0.66
73.39,0.6
73.13,0.65
76.03,0.37
68.29,0.29
75.05,0.09
76.15,0.13
73.58,0.39
73.3,0.33
76.82,0.14
75.17,0.25
77.39,0.21
75.66,0.23
77.98,0.03
77.14,0.04
77.61,0.05
76.96,0.08
77.56,0.03
76.52,0.03
77.7,0.07
77.4,0.05
77.6,0.05
77.1,0.05
77.2,0.03
77.1,0.05
78.331,0.9
75.382,0.303
,
75.98,0.08
75.64,0.1
75.96,0.08
75.24,0.19
77.23,0.06
69.03,1.3
68.7,1.59
69,1.26
71.3487164,0.8512
76.5,0.17
76.35,0.13
75.15,0.15
75.66,0.16
79.3952,0.6172
88.1368,0.6451
79.5391,0.624
79.6954,0.6102
78.6895,0.6264
73.5544264,1.0856
74.6225532,1.2677
77.0273452,0.3297
76.0170164,1.233
,
79.32,0.06
73.28,0.55
72.59,0.31
72.38,0.57
71.76,0.95
72.25,0.58
72.38,0.52
72.51,0.6
71.84,1.27
72.36,0.52
72.57,0.46
67.75,0.79
73.16,0.24
67.42,1.1
68.29,1.2
67.39,0.74
72.64,0.55
,
71.03,1.1
72.29,0.62
70.8,0.61
72.11,0.63
71.66,0.64
70.33,0.9
73.31,0.6
70.47,0.86
71.06,0.64
71.13,0.63
68.01,1.2
71.34,0.55
71.75,0.58
70.78,0.55
71.15,0.54
69.95,0.79
74.59,0.04
74.25,0.03
75.16,0.01
75.08,0.03
76.1,0.01
76.02,0.02
76.11,0.02
74.67,0.02
75.23,0.02
75.97,0.03
76.19,0.01
75.88,0.03
74.44,0.01
72.68,0.12
72.41,0.14
73.87,0.04
72.34,0.22
74.43,0.03
78.02,0.01
78.38,0.03
78.32,0.01
78.11,0.02
70.84,0.02
69.87,0.02
74.28,0.09
71.83,0.04
75.16,0.48
71.47,0.41
65.4,1.77
72.33,0.67
74.22,0.75
69.5,0.87
69.74,0.87
69.96,0.69
69.76,0.94
70.26,0.88
71.4,0.46
71.2,0.47
71.5,0.47
72.1,0.32
73.1,0.24
73.8,0.23
74.1,0.21
74,0.23
73.8,0.22
73.94,0.48
72.96,0.42
70.07,0.07
73.85,0.21
73.97,0.25
73.44,0.23
75.87,0.08
74.22,0.45
71.56,0.63
74.14,0.54
72.2,0.6
71.76,0.47
74.73,0.51
73.42,0.33
75.83,0.27
74.11,0.53
73.32,0.39
74.77,0.47
72.95,0.35
71.83,0.52
71.46,0.62
74.06,0.34
73.63,0.4
75.48,0.3
73.78,0.36
64.44,0.95
65.93,0.69
71.23,0.38
74.33,0.18
69.08,0.33
73.35,0
76.23,0
69.6,1
71.6,0.94
71.56,0.55
72.05,0.44
73.73,0.29
71.81,0.31
68.8,0.56
70.8,0.7
70,0.66
71.9,0.65
74.75,0.26
73.05,0.37
71.75,0.5
72.92,0.38
71.8,0.5
74.28,0
74.72,0.38
74.12,0.1
70.06,0.67
73.16,0.21
69.64,0.81
75.14,0
70.29,0.6
70.12,0.67
69.71,0.6
69.87,0.6
75.8,0.081
75.74,0.068
76.27,0.065
75.69,0.073
75.67,0.05
66.33,1.39
66.77,0.99
72.22,1.59
73.84,0.34
67.45,0.75
67.6,0.68
68.21,0.8
69.38,0.57
70.55,0.49
70.6,0.59
68.77,0.66
66.81,0.75
73.31,0.22
73.77,0.36
71.11,0.38
71.17,0.35
72.84,0.34
74.75,0.34
69.43,0.58
70.52,0.46
71.62,0.35
73.22,0.41
70.3,0.68
72.88,0.32
68.5,0.7
70.8,0.42
70.5,0.54
69.5,0.59
,
,
69.71,1.12
63.3,1.57
72.68,0.67
76.85,0.14
78.88,0.13
68.82,0.9
72.36,0.34
72.05,0.7
70.2,0.73
65.47,1.4
,
,
67.08,1.36
65.28,1.5
65.38,1.52
63.2,1.69
64.07,1.74
62.9,2.04
62.31,1.9
62.58,1.86
68.13,1.69
65.19,1.07
75.15,0.26
76.58,0.2
74.69,0.3
76.56,0.3
76.98,0.05
77.68,0.08
79.16,0.1
77.23,0.11
77.94,0.1
,
,
,
,
,
,
,
,
,
,
71.5,0.78
71.93,0.74
71.98,0.71
70.89,0.87
71.14,1.41
69.16,1.98
70.05,1.86
71.68,1.33
69.9,0.83
70.56,0.79
69.92,0.82
70.13,0.87
73.65,0.73
73.36,0.72
73.72,0.6
74.06,0.63
71.9,1.21
70.64,1.17
71.93,1.19
71,1.19
69.88,1.29
68.83,1.27
68.41,1.32
68,1.29
75.21,0.48
75.06,0.3
75.3,0.47
74.8,0.47
67.86,3.04
68.77,2.81
61.01,3.89
61.67,3.85
72.42,1.77
69.53,2.16
69.69,2.09
72.19,1.8
72.17,0.45
66.46,0.45
71.49,1
73.88,0.33
75.15,0.11
72.83,0.69
63.88,0.13
62.84,0.31
65.67,0.29
73.97,0.36
73.26,0.35
74.5,0.18
74.33,0.24
73.37,0.17
77.15,0.04
77.45,0.03
74.81,0.27
74.01,0.25
75.53,0.35
76.96,0.21
71.66,0.82
73.08,0.51
71.68,0.76
74.43,0.31
73.35,0.36
76.42,0.14
75.93,0.14
77.38,0.07
75.34,0.09
76.19,0.09
77.5,0.06
76.93,0.13
74.3,0.41
74.55,0.35
73.66,0.37
73.95,0.36
73.52,0.37
,
,
,
,
,
,
,
,
,
74.3,0.13
74.4,0.12
73.1,0.12
74.2,0.1
72.8916057607872,0.129661913597605
72.8215206459012,0.133176517647368
72.9449244837194,0.130571999476602
72.7253242299097,0.144839105569636
72.9606680595656,0.164853334276191
70.5,0.86
71.1,0.85
72,0.69
72.7,0.4
73.4,0.38
72,0.39
66.26,1.56
67.07,1.8
67.61,1.39
67.56,1.51
66.44,1.95
66.98,1.8
66.81,1.76
67.53,1.69
66.8,1.86
66.36,1.88
68.36,1.57
70.17,1.36
69.53,1.19
68.95,1.28
68.17,1.38
71.46,0.97
73.17,0.69
77.43,0.06
77.89,0.08
78.2,0.08
63.45,2.53
62.86,2.45
71.19,0.56
75.83,0.12
69.51,0.5
73.22,0.14
71.47,0.43
70.86,0.19
72.64,0.1
67.71,0.88
73.63,0.21
73.7,0.16
74.14,0.08
74.59,0.18
74.91,0.23
75.43,0.12
75.36,0.37
64.65,0.34
77.96,0.07
73.86,0.22
73.28,0.18
72.23,0.17
75.08,0.29
82.26,0.1
73.96,0.53
69.38,0.14
64.7,1.8
67.05,1.36
74.83,0.11
69.7,0.76
70.91,0.53
68.91,0.76
70.41,0.78
67.22,1.2
71.46,0.5
68.43,1.01
69.81,0.71
77.77,0.07
77.22,0.1
77.34,0.02
75.91,0.09
69.9,1.02
70.58,0.95
70.72,0.93
69.74,1.04
69.96,1.03
72.73,0.6
72.11,0.41
75.45,0.12
76.99,0.2
77.3,0.33
68.15,1.6
67.67,1.59
68.61,1.38
77.83,0.23
75.61,0.1
65.83,0.38
66.24,0.37
70.17,0.29
70.05,0.26
69.15,0.33
75.88,0.15
73.85,0.2
76.97,0.06
75.7,0.17
76.72,0.08
76.25,0.08
74.79,0.1
69.67,0.7
69.89,0.7
69.12,0.72
71.95,0.43
69.25,0.69
68.74,0.74
71.56,0.42
74.27,0.27
74.24,0.34
74.27,0.33
74.71,0.3
74.2,0.26
75.11,0.32
74.99,0.31
74.3157131319737,0.390672199790495
75.1268303728395,0.358780591644332
76.6987532816222,0.24860958168486
75.7308753417532,0.30994656667052
75.7187540380292,0.34283478757125
75.8642606983055,0.395625063176831
74.1823787910095,6.97628928197312E-02
79.9805292044462,0.156590122684617
78.0471860925254,0.203091734061589
80.2744871379582,0.130116433039311
76.03,0.31
76.73,0.33
74.67,0.59
79.8083396717713,6.53731783152844E-02
76.4768793202206,0.067045373561414
76.007927275546,3.41507510638786E-02
78.4387448001959,0.080331415738356
76.99,0.17
76.24,0.21
75.84,0.22
76.13,0.24
75.93,0.23
74.38,0.17
72.2492234020694,
73.099305430098,
74.3295730796221,
74.3078952059743,
75.0070427811354,
76.4813055126827,
76.7898640922087,
76.4273152952552,
76.8421350636815,
,
,
,
,
,
,
,
,
,
69.6,0.58
69.8,0.53
69.8,0.6
69.3,0.38
74.44,0.38
74.08,0.24
72.8,0.45
71.19,0.52
73.12,0.3
72.83,0.24
70.69,0.62
71.25,0.65
73.22,0.26
71.13,0.6
75.12,0.13
,
,
70.08,0.99
69.26,0.96
73.96,0.59
70.93,0.66
70.55,1.06
67.41,0.98
72.45,0.59
,
,
,
70.4,0.67
76.76,0.09
72.42,0.24
,
64.82,1.77
66.01,1.77
68.74,1.44
68.92,1.29
74.52,0.47
72.91,0.56
72.61,0.38
66.74,1.55
67.07,1
64.15,1.95
69.11,0.86
65.3,1.9
65.83,1.42
72.83,0.62
72.43,0.46
71.32,0.47
68.75,1
61.4,2.77
61.7,2.57
61.4,2.6
62.1,2.56
62.2,2.53
62.9,2.47
61.8,2.23
62.5,2.41
62.5,2.01
62.4,2.6
61.2,2.75
61.4,2.68
72.64,0.71
,
,
,
75.31,0.28
72.85,0.61
70.92,1.15
70.12,1.08
71.39,0.86
75.92,0.81
77.34,0.48
78.5,0.45
75.52,0.16
76.12,0.15
76.83,0.14
71.96,0.77
72.97,0.76
75.5,0.67
74.65,0.92
75.52,0.75
76.55,0.37
78.16,0.28
74.28,0.61
76.22,0.29
76.9,0.33
73.68,0.46
74.85,0.22
75.03,0.27
73.29,0.36
77.24,0.02
77.18,0.14
76.79,0.09
74.58,0.18
77.51,0.05
77.74,0.06
71.16,0.81
76.18,0.09
72.42,1.08
,
,
,
,
,
,
67.9,0.9
75.9,0.16
72.2,0.63
73.9,0.09
73.2,0.37
71,0.82
70,0.4
71.8,0.94
70.1,0.91
57.1,3.82
74.1,0.24
75,0.11
73.7,0.17
72.2,0.19
74.01,0.32
75.63,0.1
74.76,0.05
74.86,0.09
65.71,1.07
77.61,0.11
79.47,0.09
69.06,0.63
73.97,0.41
74.52,0.37
72.8,0.46
72.65,0.31
70.49,0.42
71.3,0.7
70.5,0.63
75.17,0.03
74.73,0.03
71.04,0.7
70.43,0.73
70.56,0.67
72.5,0.38
70.28,0.9
73.83,0.19
73.36,0.29
73.28,0.46
75.3,0.19
75.6,0.15
76.5,0.06
77.3,0.07
77.1,0.03
77.8,0.09
76,0.1
64.9350649350649,1.5984015984016
,
,
,
,
,
,
,
,
,
74.88,0.48
77.68,0.34
74.28,0.37
75.83,0.39
73.61,0.44
74.01,0.5
75.91,0.48
76.35,0.44
74.72,0.39
73.12,0.74
73.03,0.74
72.82,0.7
69.26,1.39
69.48,1.39
69.94,1.29
68.77,1.28
70.14,1.39
68.77,1.36
71.55,0.74
72.77,0.74
71.21,0.7
70.59,1.39
70.01,0.49
67.18,1.27
74.04,0.27
67.07,0.95
69.5,0.66
66.07,0.78
79.02,0.2
80.39,0.25
72.81,0.34
72.76,0.38
73.18,0.36
71.62,0.4
73.43,0.39
72.16,0.55
73.05,0.31
72.93,0.31
74.38,0.33
72.51,0.5
72.61,0.48
72.52,0.49
73.15,0.51
73.46,0.41
72.35,0.49
72.61,0.49
74.49,0.18
74.49,0.27
73.87,0.25
73.8,0.18
74.54,0.18
73.74,0.21
74.31,0.19
74.45,0.18
74.12,0.28
75.33,0.26
74.34,0.21
75.99,0.11
73.78,0.13
74.17,0.13
74.62,0.14
75.16,0.19
77.48,0.12
77.08,0.09
77.76,0.12
76.93,0.11
77.17,0.09
77.12,0.09
75.78,0.12
76.54,0.09
77.03,0.09
76.66,0.09
76.5,0.09
74.4,0.16
74.16,0.18
74.45,0.15
74.79,0.15
,
,
,
,
,
,
,
,
,
,
,
73.59,0.51
73.06,0.35
73.74,0.32
71.22,0.27
73.13,0.36
72.52,0.27
72.33,0.42
69.1,0.42
72.86,0.99
74.08,0.32
72.61,0.34
67.5,1.23
67.49,1.21
67.35,1.3
67.04,1.24
67.04,2.44
67.26,2.33
70.09,1
,
,
,
,
,
,
,
,
,
71.39,0.82
64.34,1.93
67.95,1.45
,
,
,
,
,
,
,
,
,
,
,
75.66,0.1
74.9,0.17
76.14,0.15
75.18,0.13
77.77,0.14
78.33,0.09
77.55,0.13
71.02,0.69
72.13,0.82
71.24,1
73.42,0.99
76.26,0.15
74.06,0.46
71.58,0.88
71.68,0.96
,
70,0.59
72.7,1.46
72.3,1.05
51.6,4.76
72.4,0.5
71.9,2.31
70.8,0.66
75.1,0.19
71.3,0.76
69.6,0.63
74.8,0.17
74.8,0.17
,
,
64.71,2.05
65.61,1.84
64.55,1.91
68.13,1.42
73.12,0.34
74.01,0.32
75.7,0.22
72.36,0.32
66.26,1.68
67.98,1.42
68.28,1.4
67.52,1.46
66.77,1.25
64.8,1.42
67.8,1.42
66.96,1.42
66.08,1.41
67.38,1.84
66.05,2
71.35,0.24
75.27,0.28
73.63,0.25
71.4140243986174,0.719587400002956
71.2639235849617,0.640507335034935
70.6268482765622,0.734919083474655
71.9107241850933,0.819304478153572
72.1122955540659,0.753883710200763
71.0047051085997,0.844157558434983
71.7011822652031,0.693244846745692
71.1674024996439,0.840168632733917
71.5166177066446,0.487783332987645
75.26,0.32
73.86,0.53
78.01,0.11
76.97,0.1
76.74,0.1
76.73,0.12
76.38,0.11
77.31,0.11
76.51,0.1
75.95,0.09
76.14,0.11
72.56,0.59
70.05,1.18
73.91,0.72
73.98,0.36
68.9,1.85
72.31,0.63
71.6,0.88
70.71,0.81
71.61,0.71
69.58,0.98
70.9,0.51
68.1,1
73.3,0.69
67.8,0.93
69.8,1.21
69.7,0.99
68.78,0.93
68.69,0.78
66.91,1.12
63.46,1.49
67.76,0.89
66.14,1.14
67.64,0.91
76.82,0.03
74.2,0.05
73,0.57
73.42,0.3
77.54,0.07
69.07,1.31
71.6,0.89
75.22,0.27
75.2,0.08
78.24,0.05
75.87,0.28
73.6,0.3
71.23,0.8
75.25,0.15
73.81,0.27
71.64,0.6
71.13,0.5
71.13,0.5
70.71,0.15
71.53,0.88
69.98,0.76
70.59,0.75
71.16,0.76
70.94,0.76
69.22,0.96
69.39,0.94
68.65,1.11
70.46,0.16
69.08,0.12
67.67,1.13
69.33,0.87
65,1.82
66.04,1.82
65.93,1.9
66.14,1.32
66.45,1.77
66.41,1.7
65.19,1.8
69.2,1.25
72.93,0.42
72.81,0.43
72.9,0.46
71.31,0.54
73.02,0.41
73.96,0.05
69.96,0.81
72.48,0.05
71.57,0.04
71.8,0.04
71.94,0.02
73.41,0.28
71.16,0.08
72.04,0.48
80.8,0.16
72.69,0.15
73.93,0.06
72.31,0.06
72.47,0.33
73.46,0.32
,
,
,
,
72.2,0.38
75.2,0.36
68,0.96
73.9125541,0.2726052
73.8744367,0.2658527
73.816743,0.227997
73.7785686,0.3294702
73.482,0.266
74.553,0.225
74.008,0.252
73.145,0.274
70.177,0.33
71.38,0.257
70.789,0.283
71.374,0.172
63.9,0.835
63.51,0.868
64.8,0.752
62.32,0.999
63.79,0.805
72.08,0.13
72.47,0.17
69.28,0.19
70.84,0.84
70.4,0.78
72.42,0.66
70.72,0.57
72.63,0.46
68.32,0.85
68.23,0.99
71.06,0.6
71.53,2.96
74.53,0.4
69.55,1.56
72.14,0.71
76.12,0.11
72.91,1.52
74.37,0.43
74.94,0.4
72.7,0.91
70.68,0.98
71.25,0.87
70.72,0.98
63.28,1.38
70.03,0.88
70.71,0.85
70.86,0.84
70.41,0.88
71.28,0.87
70.59,0.87
74.16,0.1
73.79,0.09
74.11,0.13
74.9,0.12
75.04,0.1
74.45,0.15
73.37,0.11
73.7,0.1
74.61,0.09
67.82,1.24
73.06,0.41
76,0.12
72.24,0.42
77.4,0.1
58.31,1.99
71.56,0.22
69.41,0.88
66.59,0.48
73.6,0.43
72.49,0.36
73.02,0.23
76.56,0.17
75.27,0.55
,
,
,
,
,
,
72.24,0.37
75.26,0.14
77.81,0.06
77.8,0.06
77.26,0.07
78.07,0.1
77.92,0.05
77.89,0.07
75.19,0.7
71.94,0.47
72.64,0.34
,
,
72.5,0.12
75.5,0.24
74,0.52
73.8,0.7
73.7,0.67
76,0.8
71.5,1.15
73.64,0.36
75.27,0.04
74.03,0.1
74.65,0.15
75.04,0.12
74.61,0.14
75.06,0.16
74.8,0.18
74.23,0.14
70.47,0.54
73.98,0.41
73.97,0.29
74.22,0.41
73.2,0.51
69.1,4.4
69.8,4.3
69.8,1.5
69.9,4.6
69.9,4
70.1,3.2
70.3,4.8
70.5,4.1
68.99,0.49
66.63,1.28
65.87,1.54
65.17,1.54
64.02,1.52
64.9,0.17
64.36,0.14
66.41,0.15
65.71,0.19
70.75,0.11
,
,
,
,
,
,
,
68.79,1.02
73.84,0.29
,
73.44,0.37
74.63,0.04
71.38,0.83
68.32,1.08
75.21,0.35
70.75,0.3
72.24,0.67
70.38,0.88
70.79,0.83
72.78,0.48
73.11,0.57
73.77,0.41
70.68,0.48
70.97,0.68
72.07,0.33
71.69,0.46
77.01,0.18
71.5,1.67
72.24,0.55
68.63,0.76
71.59,0.77
69.32,0.59
68.9,0.63
69.5,0.57
69.29,0.68
69.5,0.51
70.15,0.43
69.69,0.52
74.2,0.24
77,0.27
74.8,0.18
79.3,0.09
74,0.24
75.7,0.05
70.7,0.37
76.7,0.12
75.2,0.08
77.1,0.05
75.9,0.13
75.1,0.21
79.2,0.31
77.2,0.12
75.3,0.19
74,0.42
76,0.14
73.6,0.33
78.7,0.05
77.1,0.07
76.2,0.25
76.4,0.17
78.3,0.05
79.7,0.08
77.8,0.1
78.7,0.08
77.4,0.06
78.3,0.04
,
,
70.7,0.38
68.39,0.57
71.8,0.66
69.34,0.97
65.04,1.56
67.39,1.14
,
,
,
,
72.94,0.28
72.35,0.35
73.35,0.25
72.18,0.55
72.54,0.29
72.15,0.5
72.53,0.41
72.01,0.38
69.96,0.17
71.45,0.82
72.3,0.77
,
71.2,1.38
70.97,0.9
69.83,1.29
70.34,1.14
69.77,0.83
68.56,1.07
69.67,0.78
69.55,0.78
69.72,0.83
76.57,0.1
77.19,0.07
77.14,0.06
77.43,0.07
77.76,0.07
76.54,0.07
76.81,0.21
75.86,0.22
76.59,0.07
76.03,0.2
76.13,0.24
69.1,0.85
63.6,2.26
69.61,0.42
69.1,0.46
71.54,0.39
71.67,0.35
70.19,0.42
71.78,0.38
71.09,0.43
71.01,0.4
71.4,0.4
70.55,0.39
72.26,0.13
76.79,0.06
73.2,0.09
74.28,0.18
74.15,0.15
75.37,0.08
74.52,0.1
73.45,0.09
72.46,0.12
62.27,3.03
71.64,1.47
72.52,1.13
72.08,1.06
71.51,1.14
71.65,1.16
71.25,1.1
72.24,1.11
71.69,1.83
72.5,1.38
71.87,1.09
71.74,1.11
60.96,1.95
60.21,2.09
60.95,1.73
61.36,1.73
61.84,1.66
63.92,1.41
61.47,2.09
68.17,1.27
69.04,0.93
58.87,2.59
64.26,1.67
63.93,2.38
72.28,0.51
72.05,0.3
78.04,0.88
70.67,1.35
66.05,2.15
66.76,2.01
77.39,0.08
72.64,0.2
73.27,0.2
74.87,0.17
74.62,0.21
67.47,1.15
66.58,1.27
67.18,1.16
65.69,2.26
71.1,0.35
73.9,0.25
71.2,0.53
74.3,0.24
73.8,0.25
74.2,0.39
74.7,0.32
75,0.2
70.8,0.46
71.9,0.55
73.6,0.33
72.93,0.3
72.76,0.25
73.74,0.25
71.37,0.38
71.95,0.35
75.04,0.27
73.42,0.41
77.29,0.1
72.4,0.64
70.58,1.04
73.34,0.36
72.4,0.35
74.16,0.26
72.05,0.3
73.15,0.35
75.96,0.27
75.99,0.15
75.97,0.21
64.22,0.07
72.47,0.27
73.59,0.38
76.2092265943012,0.05
78.0911804613297,0.08
72.3,0.589
73.48,0.273
68.34,0.51
69.82,0.663
73.82,0.199
72.25,0.24
76.9665408775604,0.115179198758367
75.6421374614133,0.193032580423513
78.1039919768885,0.169766987474514
79.8448479682999,0.202649320947478
71.87,0.37
74.01,0.25
76.07,0.05
77.63,0.04
78.01,0.03
78.3,0.01
73.11,0.34
75.43,0.3
73.23,0.29
72.08,0.25
74.32,0.11
70.45,0.02
73.2,0.64
68.54,0.46
71.9,1.7
71,0.71
74.7,0.39
73,0.75
76.17,0.1
76.25,0.03
75.88,0.09
76.78,0.13
76.26,0.08
76.87,0.12
69,0.94
67,1.61
64.2,1.89
,
72.2,0.7
71.74,0.68
69.09,1.45
67.93,1.67
64.46,1.49
66.75,1.48
65.83,1.39
70.25,0.46
71.92,0.46
74.89,0.04
76.4,0.05
73.53,0.04
74.5,0.35
72.11,0.17
71.71,0.33
71.6,0.26
70.9,0.26
70.62,0.06
69.9,0.03
71.37,0.15
71.51,0.26
70.17,0.29
70.06,0.2
69.72,0.64
69.33,0.64
70.03,0.63
71.98,0.59
71.7,0.57
69.34,0.69
69.33,0.59
71.44,0.6
71.07,0.58
70.63,0.51
66.33,1.37
70.68,0.74
68.89,1.15
64.01,1.91
64.13,1.93
64.87,1.43
69.08,1.09
64.38,1.68
65.05,1.64
71.29,0.47
71.8,0.37
69.26,2.59
66.52,2.79
66.36,2.78
66.8,2.72
73.3,0.55
67.3,1.47
69.5,0.6
68,1.02
70.2,0.99
68.8,0.9
70.1,1.1
75.4,0.59
69.3,0.95
66,1.45
70.12,0.55
70.11,0.56
68.42,0.35
70.16,0.32
69.76,0.21
68.14,0.44
72.98,0.34
75.19,0.19
72.22,0.35
66.4,0.42
69.97,0.33
69.04,0.31
73.33,0.1
67.94,1.14
75.44,0.15
75.51,0.21
75.71,0.07
74.98,0.01
76,0.06
71.48,0.34
71.75,0.2
75.05,
71.98,0.35
69.77,1.52
68.93,0.56
69.87,0.28
70.8,0.42
73.4,0.33
71,0.43
71.9,0.44
72.7,0.46
72.7,0.5
72.5,0.49
75.6,0.46
71.7,0.55
73.8,0.69
68.5,0.96
69.3,0.8
72.3,0.3
69.3,0.74
70,0.63
69.4,0.8
69.3,0.98
65,2.35
72.1,0.53
66.4,1.2
69.6,0.61
69.4,0.51
74.2,0.45
76.6,0.14
74.6,0.11
71.8,0.74
77.5,0.2
63.36,0.63
69.89,0.73
72.58,0.34
73.14,0.53
73.66,0.54
73.82,0.57
75.8,0.15
76.4,0.38
74.13,0.21
72.96,0.19
75.1,0.25
73.21,0.18
71.77,0.21
73.09,0.15
73.49,0.13
76.04,0.04
74.84,0.02
75.06,0.04
75.62,0.03
74.51,
75.44,0.03
75.43,0.03
75.94,0.03
76.71,0.04
77.43,0.06
76.28,0.05
74.06,0.29
72.57,0.61
71.49,0.5
69.87,0.71
65.66,1.3
72.45,0.52
69.35,0.54
67.48,1.32
74.41,0.26
73.07,0.35
69.9,1.28
72.86,0.45
78.32,0.08
68.55,1.15
76.07,0.03
69.48,1.07
71.14,0.52
71.97,0.26
73.79,0.43
74.13,0.53
69.91,0.42
76.13,0.16
71.6,0.24
73.59,0.19
73.96,0.21
72.28,0.24
71.93,0.8
70.2,0.82
74.79,0.75
74.07,0.77
71.73,0.68
70.84,0.59
70.57,0.66
73.02,0.55
71.98,0.52
70.84,0.64
73.02,0.5
72.73,0.44
72.82,0.43
72.92,0.44
72.73,0.49
72.46,0.36
72.21,0.3
71.94,0.45
72.53,0.46
75.26,0.23
74.7,0.23
73.98,0.34
74.12,0.3
73.89,0.33
73.91,0.39
71.46,0.6
71.81,0.56
70.48,0.77
70.82,0.71
78.3,0
77.83,0
78.18,0
76.22,0.04
77.27,0
76.02,0
76.83,0
78.42,0
77.02,0
77.35,0
77.18,0
76.97,0
77.15,0
77.5,0
76.2,0
77.77,0
77.19,0
78.7200012207031,0
77.5199966430664,0
77.4199981689453,0
76.9000015258789,0
76.7200012207031,0
75.1500015258789,0.019999999552965
77.370002746582,0
77.5400009155273,0
76.5199966430664,0
78,0
76.7399978637695,0
77.5199966430664,0
78.55,0.38
75.1,0.09
73.8,0.28
73.03,0.17
73.57,0.2
72.56,0.24
73.33,0.21
73.06,0.16
74.18,0.13
70.8,0.76
70,0.74
70.2,0.76
70,0.77
69.8,0.79
70.1,0.76
75.4,0.11
75.3,0.11
75.1,0.11
75.3,0.19
76,0.1
75.6,0.07
72.25,0.76
71.88,0.79
73.5,0.01
73.64,0.23
70.55,0.27
75.3,0.01
73.47,0.03
73.32,0.08
74.05,0.04
74.14,0.03
73.44,0.28
78.8,0
71.61,0
