SIO2(WT%),MGO(WT%)
76.37,0.02
73.48,0.16
71.73,1.37
71.93,1.18
70.27,1.65
69.8,1.34
68.81,1.47
72.51,1.25
70.18,1.23
68.13,1.27
67.97,1.08
70.22,2.2
65.8,1.6
69,1.26
64.52,1.65
68.56,1.5
71.04,1.41
66.7,1.67
70.53,1.31
67.87,2
70.07,1.24
74.72,0.93
77.64,0.33
69.7,0.95
69.9,0.89
70.9,0.71
69.3,0.92
72.2,0.61
71,0.58
71.8,0.56
71,0.64
71.6,0.62
72.1,0.5
71.8,0.57
75.06,0.29
73.28,0.4
63.62,0.39
75.65,0.18
75.98,0.23
77.47,0.16
75.71,0.22
75.7,0.23
76.4,0.12
71.65,0.39
71.47,0.46
71.63,0.46
71.5,0.14
72.78,0.51
72.48,0.17
71.84,0.46
73.5,0.62
75.97,0.8
73.57,0.75
73.88,0.97
72.64,0.64
77.27,0.13
77.38,0.12
72.2,0.38
69.99,1.06
71.49,1.07
73.62,0.91
67.33,2.14
75.13,1.09
76.75,0.12
73.86,1.06
70.73,1.74
77.8,0.5
80.24,0.8
74.13,0.7
75.4,0.58
76.68,0.42
73.79,0.49
73.93,0.79
72.3,0.74
70.8,0.09
75.4,0.25
73.7,0.31
75,0.3
71.4,0.28
73.8,0.18
73,0.2
75.6,0.19
72.5,0.25
71.9,0.27
73.8,0.32
72.8,0.26
71.8,0.46
72.9,0.49
75.6,0.11
76.1,0.24
70.9,0.38
74.4,0.36
73.5,0.24
73.2,0.34
72.2,0.52
74.3,0.34
72.1,0.45
,
65.22,1.44
67.67,0.53
62.85,1.76
73.28,0.44
70.66,0.96
72.03,0.76
73.35,0.71
57.55,3.73
72.11,0.67
,
,
65.15,1.73
63.42,1.84
74.78,0.43
71.87,0.35
76.71,0.33
74.54,0.22
79.44,0.18
81.19,0.19
74.97,0.41
76.13,0.19
77.63,0.18
74.6,0.46
76.71,0.2
72.01,0.45
72.17,0.46
71.95,0.43
72.19,0.46
71.87,0.43
72.38,0.38
72.18,0.35
72.35,0.41
71.97,0.35
72.35,0.4
70.58,0.4
71.63,0.42
72.1,0.45
73.89,0.18
74.23,0.15
74.04,0.12
75.6,0.12
74.87,0.15
76.08,0.17
74.3,0.15
,
,
,
,
76.5,0.02
76.7,0.01
74,0.55
73.8,0.57
73.5,0.53
72.9,0.52
74.85,0.08
72.95,0.09
75.25,0.06
73.65,0.09
75.07,0.05
75.05,0.06
74.66,0.06
75.57,0.03
75.37,0.04
77.12,0.01
75.52,0.03
76.56,0.02
76.81,0.02
77.05,0.02
75.84,0.02
,
76.67,0.09
72.3,0.45
71.75,0.88
76.45,0.13
76.59,0.25
73.69,0.12
78.29,0.16
63.97,1.92
73.75,0.35
75.55,0.087
77.87,0.15
75.91,0.082
76.08,0.11
76.47,0.11
75.83,0.15
73.71,0.23
72.23,0.25
75.99,0.27
77.51,0.28
72.18,0.29
75.01,0.21
75.03,0.1
76.66,0.04
74.89,0.09
76.33,0.04
76.7,0.08
76.56,0.09
76.39,0.11
76.85,0.09
74.48,0.1
76.83,0.07
76.79,0.04
74.72,0.33
72.19,0.12
75.01,0.08
67,0.84
66.96,0.89
66.04,0.86
66.56,0.92
66.4,0.93
66.57,0.87
66.42,0.91
66.59,0.89
67.23,0.84
72.15,0.61
72.24,0.83
72.37,0.66
72.84,0.64
74.18,0.32
72.12,0.33
73.23,0.76
74.51,0.44
68.37,1.92
58.23,4.88
59.17,3.31
60.27,2.99
73.04,0.69
54.74,5.2
57.03,10.89
66.74,1.75
57.8,5.11
58.59,3.84
58.69,4.54
63.61,4.82
62.52,5.55
63.79,5.02
68.87,1.6
78.7,0.23
55.5,4.3
63.4,1.6
66.4,1.1
69.73,0.61
71.9,0.34
71.83,0.3
74.2879837372571,0.304681931249919
74.3823884306224,0.354425928478327
74.4049326231322,0.348793422147687
74.0382051324749,0.357995254189566
70.9371645250867,0.847121383291954
69.6829293480347,0.922866997723097
68.7435746070968,1.0163308706517
72.35,0.09
73.72,0.1
72.72,0.1
73.01,0.35
73.32,0.331
72.97,0.358
73.56,0.332
73.75,0.327
73.65,0.383
73.28,0.408
72.94,0.377
75.12,0.359
75.42,0.346
66.32,1.72
65.78,1.92
65.16,1.99
65.42,1.82
66.56,1.27
65.66,1.87
66.76,1.47
67.1,1.38
66.14,1.47
65.92,1.69
,
,
,
,
,
,
,
,
69.4,0.46
68.76,0.79
64.97,1.43
64.16,1.82
69.51,0.79
70.24,0.72
70.78,0.73
70.14,0.92
64.69,1.69
66.97,2.06
69.7,0.83
66.2,0.92
67.3,0.86
67.9,0.58
67.4,0.57
65.5,0.87
67.7,0.75
51.6,4.94
50.5,5.17
67.3,0.74
67.3,0.43
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
71.88,0.67
71.98,0.75
72.47,0.48
68.69,0.97
67.51,1.87
71.02,0.84
72.11,0.5
75.58,0.13
74.28,0.12
72.68,0.36
75.32,0.24
73.14,0.34
75.28,0.13
65.7,0.49
65.8,0.33
68.1,0.67
68.1,0.26
69.7,0.28
73.2,0.14
74.7,0.09
77.97,0.41
73.06,0.05
70.87,0.41
75.28,0.29
76.46,0.21
75.02,0.31
72.46,0.29
72.21,0.28
72.41,0.44
71.84,0.47
74.86,0.45
72.83,0.35
75.37,0.28
74.97,0.22
73.76,0.3
73.68,0.35
76.58,0.2
73.46,0.25
73.95,0.3
77.17,0.23
73.22,0.37
77.53,0.14
75.4090353244781,0.224758491264562
75.7000448868072,0.274156623670477
76.3500020140038,0.30800437261784
76.3105341071522,0.231200317338454
74.73,0.27
76.43,0.15
76.27,0.17
72.75,0.49
76.28,0.22
75.71,0.13
73.16,0.63
76.93,0.122
75.8,0.161
77.5,0.113
76.42,0.125
76.85,0.11
76.73,0.086
76.69,0.114
76.26,0.089
75.57,0.116
75.23,0.17
,
69.61,0.63
75.33,0.22
70.95,0.54
69.83,0.6
75.29,0.23
72.79,0.44
75.4,0.15
76.3,0.12
77.52,0.08
75.41,0.27
71.5,0.65
72,0.51
72,0.5
72.5,0.49
75.67,0.13
67.75,1.02
71.26,0.86
71.64,0.64
74.4,0.27
74.6,0.27
75.2,0.43
73.66,0.36
74.96,0.19
73.64,0.17
79.06,0.17
72.48,0.96
72.26,0.51
73.55,0.39
71.01,0.64
71.31,1.18
70.69,1.04
73.58,0.54
73.53,0.49
75.24,0.13
72.51,0.46
76.71,0.34
65.96,1.69
70,0.94
56.31,3.87
71.04,0.76
71,1.32
72.96,0.52
70.91,0.17
70.36,0.16
72.4,0.18
71.1,0.19
77.69,0.43
78.56,1.01
78.8,0.13
72.07,0.56
71.94,0.6
71.82,0.57
72.88,0.54
70.69,0.71
74.73,0.05
73.83,0.05
73.69,0.03
73.86,0.02
73.18,0.04
,
,
,
,
,
,
72.07,0.16
70.63,0.51
72.07,0.66
74.15,0.41
74.6,0.5
73.87,0.4
72.94,0.37
75.36,0.23
73.04,0.32
71.55,0.88
71.56,0.59
72.74,0.39
72.75,0.41
75.92,0.22
71.98,0.54
72.69,0.51
72.8,0.6
71.22,0.53
73.31,0.44
73.85,0.4
74.6569832028547,0.113270197305297
73.2917319796621,0.205149560487214
77.2163227513504,9.96352504565871E-02
74.752246330085,5.38273589426151E-02
65.8561697216686,1.37039746925597
65.5327922626473,1.53311084449656
74.509839881291,0.180145208475297
71.9389569601073,0.403552468507604
72.13,0.37
65.42,0.84
67.58,0.98
67.25,0.87
72.14,0.53
74.26,0.51
71.89,0.42
71.98,0.58
71.0751023095624,0.5
69.9010236612703,0.5
68.49,0.78
67.89,0.82
70.48,0.64
73.3978212507029,0.336947907462447
72.87,0.5
74.49,0.41
64.4964847541628,2.06062252576229
66.8618442003427,1.67757331452182
66.2075034614227,1.63240403330992
69.686645967662,1.08839004067057
69.0812329177058,0.923599002493766
68.1404537037038,0.698305555555556
66.960999502334,1.32760345977366
67.9715120890625,1.02496724578745
69.5713684074739,0.939506008315389
70.3616215695001,0.919264500815903
67.9611357989249,1.30096888642506
67.8273498615959,1.08444313395114
66.0537960469955,1.11628968302533
67.1633373033775,1.29978098589431
70.1920055896033,0.817989020422015
72.4287877788438,0.630684676581115
73.0847480206609,0.519429631254612
73.0842284966607,0.490900781021087
69.1091300583284,0.78352529921085
66.4379129514886,1.22962823031585
63.5034702938832,1.7917403476559
68.3767086555251,1.22377775006236
66.5670353416648,1.6184856247078
68.7400352391592,1.31395450390982
62.3303502394297,0.942333656902141
59.9439838244104,1.15521487581988
63.807770648944,1.22122135644527
71.11,0.65
59.28,1.59
70.07,0.68
59.8,1.64
67.6098299846018,1.08016234650109
70.6553251275432,0.707274496897957
72.6,0.63
67.2106791494764,0.700874008251349
68.0166156016932,0.742364241080428
69.7486964136781,0.579686405337781
67.4125325690464,0.733531005732152
67.0697134502924,0.983027290448344
71.4899924400677,0.455918432308764
68.516466680008,0.777689813888333
71.66985,0.44775
71.5746219131136,0.401878842858583
73.3514081693206,0.286374641479577
72.2956864579097,0.384659211061407
70.5062187873953,0.846592540885521
71.1161357050066,0.558164484860598
71.7362516586777,0.582307088032503
70.6132412237262,0.596683834048641
71.211356634461,0.599361753036315
69.4435474787818,0.657232151772342
70.4966649513548,0.772910910991397
71.1572629433018,0.76968915891246
72.3818643553586,0.370814875802122
71.5537643237792,0.560717785709342
72.6393544605404,0.368150339884069
73.7050318233058,0.2365507826139
73.1077404795487,0.29358533145275
71.1074934504392,0.495303839397742
73.1817088108883,0.386306948424069
70.9366168139542,0.443328892874777
67.9046103298704,0.728390289767636
67.8443207727836,0.805703244513554
67.8932513533806,0.606733785892075
71.1724321050747,0.438406462048542
70.5202894789484,0.545466912272958
67.5563386875867,0.620538092838127
70.6156826011596,0.395755099768888
70.711506977048,0.501059983984827
72.8047343177666,0.305166918270965
68.7225356439582,0.619221499070371
71.8179722197242,0.348973523055171
71.9904298978866,0.364294346523675
68.9877389129815,0.598774570611521
70.1744465355458,0.54281461061337
75.4274219187853,0.217239058439904
75.2479692712019,0.155824118063277
77.9600201081964,9.63032560988057E-02
73.883756454169,0.299391595521701
72.9887031185884,0.294986048420189
65.7974778710527,
65.9034603443833,1.28085318077652
70.2887362280491,0.536220471493866
68.0893767342583,0.836157286401804
67.6344946547125,0.880496299416331
69.8037471478112,0.764532894406192
68.72,1.27
67.9709532993766,1.44759468559232
,
70.9037073198243,0.273921286441206
77.0516514753137,0.018299881599647
71.54,0.64
,
,
76.41,0.28
68.81,0.49
69.53,0.29
70.54,0.37
70.59,0.38
71.79,0.31
71.85,0.34
72.27,0.18
73.78,0.18
74.04,0.05
,
,
,
72.83,0.81
74.54,0.41
75.03,0.44
72.69,0.8
74.45,0.37
70.32,1.12
69.93,1.11
70.26,0.66
69.56,1.01
71.54,0.5
73.35,0.44
72.99,0.49
71.55,0.54
71.09,0.5
71.54,0.51
71.22,0.48
71.52,0.51
72.52,0.01
74.3,0.12
75.18,0.14
74.16,0.04
70.88,0.11
73.33,0.98
75,0.12
71.49,0.21
73.96,0.08
75.37,0.32
72.92,0.09
69.16,0.01
85.04,0.33
76.76,0.03
78.7,0.13
76.08,0.05
73.35,0.55
73.05,0.44
76.15,0.52
72.01,0.55
72.24,0.81
75.9137801279846,6.37772127529897E-02
76.780688467209,7.30184431114813E-02
76.2257084862261,5.68141926605411E-02
76.2519605521614,5.71266254911091E-02
77.3134565897431,4.53691492554455E-02
76.6961378869241,5.04962620807893E-02
76.6341520871342,3.86422227463903E-02
75.2610235739872,5.03366980880732E-02
75.8719998908337,7.31216014097376E-02
76.3884542058649,6.31167277296262E-02
76.5895997042093,8.60686241806368E-02
76.9317573408683,6.65857148834591E-02
77.3783514714063,6.67659588875511E-02
76.9262131582874,8.08497353134261E-02
77.2158634993563,8.43889218572199E-02
77.5475083810129,4.84895614346282E-02
77.19,0.075
76.676,0.095
76.789,0.111
77.209,0.112
76.48,0.185
76.184,0.066
76.56,0.086
76.569,0.079
74.73,0.19
76.52,0.16
,
73.8,0.38
72.9,0.36
74.2,0.28
73,0.33
74.1,0.23
73.1,0.31
73.2,0.32
72,0.32
66.5,1.47
67.8,1.27
71.53,0.46
71.57,0.62
71.81,0.48
72.92,0.53
74.01,0.47
74.22,0.51
67.4952854324309,1.9361688964754
73.8412486777552,7.28401410501184E-02
54.6495498653561,0.274417420108357
68.4705221005711,0.909247080772899
68.0554627452158,1.00959313833726
68.2617840208079,1.13882717021768
75.3571339720651,6.78536698496347E-02
75.3830220588834,3.78213284334488E-02
80.1243333241799,5.43237864810374E-02
78.2557274274133,8.54944619192987E-02
76.8072735610149,9.29843801308542E-02
77.04,0.16
76.02,0.13
76.16,0.16
76.72,0.35
76.19,0.14
79.4,0.15
78.67,0.12
78.84,0.15
69.21,0.89
73.93,0.42
76.63,0.23
,
,
,
,
,
75.3,0.31
69.36,0.39
68.66,1.19
65.5,1.88
72.97,0.5
72.63,0.59
74.2,0.2
64.65,1.41
68.16,1.06
,
65.65,2.31
74.36,0.41
74.36,0.43
73,0.42
71.61,0.4
65.74,1.18
74.26,0.17
72.55,0.43
74.9,0.18
,
70.57,0.5
75.46,0.21
72.01,0.23
71.81,0.27
75.39,0.11
75.87,0.13
77.43,0.05
64.56,0.5
,
75.47,0.23
72.78,0.56
71.85,0.34
73.22,0.5
66.62,3.54
66.62,1.2
68.08,1.61
71.58,0.54
,
,
,
73.27,0.22
,
74.72,0.24
74.01,0.25
73.3,0.26
74.47,0.27
73.91,0.29
74.41,0.3
73.81,0.26
,
,
,
,
,
,
,
,
,
,
,
,
,
67.69,0.81
69.35,0.74
72.78,0.33
,
,
,
70.09,0.29
77.71,0.07
76.47,0.09
78.22,0.12
77.15,0.1
77.71,0.07
77.32,0.08
77.23,0.07
68.55,0.83
68.22,0.83
68.38,0.86
67.94,0.9
68.2,0.82
74.15,0.51
73.52,0.5
73.06,0.58
71.15,0.65
73.82,0.54
75.8,0.27
75.3,0.15
74,0.25
74.9,0.17
75.9,0.08
74.8,0.13
76.2,0.12
75,0.14
,
,
,
70.3,0.61
69.7,0.5
70.4,0.13
69.2,0.8
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
71.02,0.79
70.99,0.82
68.19,1.1
69.07,0.74
70.66,0.87
70.04,0.71
70.08,0.66
70.39,0.66
72.67,0.62
71.64,0.57
64.74,1.4
68.48,0.72
71.38,0.38
73.03,0.42
72.83,0.43
64.44,0.88
75.77,0.06
76.81,0.05
76.18,0.12
75.27,0.13
74.28,0.42
76.2,0.16
75.64,0.31
76.59,0.08
76.42,0.27
74.93,0.39
75.26,0.37
79.59,0.06
75.75,0.14
77.26,0.08
77.64,0.1
76.14,0.08
76.34,0.16
74.72,0.27
74.53,0.37
73.76,0.39
73.11,0.44
72.76,0.45
77.4,0.05
73.68,0.45
72.33,0.48
75.94,0.08
76.25,0.22
76.97,0.04
73.96,0.34
76.76,0.19
76.7,0.15
74.82,0.19
76.76,0.05
74.45,0.1
75.87,0.06
75.42,0.16
74.94,0.21
75.65,0.04
76.38,0.14
70.64,0.93
77.32,0.13
74.59,0.19
73.77,0.5
69.51,0.8
74.88,0.17
54.88,3.22
56.89,2.8
,
,
70.881,0.17
69.8917445021934,0.179905410783615
69.892,0.205
70.532,0.217
69.168,0.225
70.13,0.225
71.032,0.236
69.321,0.243
69.962,0.244
69.256,0.242
70.002,0.238
71.493,0.194
73.662,0.29
73.1800047593974,0.352402989306547
78.15,0.17
75.32,0.32
78.49,0.13
77.69,0.08
78.29,0.09
78.2,0.09
66.87,0.63
72.41,0.63
74.21,0.15
71.9,0.66
70.1,0.96
78.81,0.16
78.63,0.09
79.66,0.11
76.23,0.3
79.2,0.49
,
,
,
,
,
72.72,0.21
69.82,0.98
69.76,0.95
68.96,1.13
69.87,0.94
69.68,0.91
69.36,0.93
69.46,0.99
69.88,0.94
69.87,1
76.5,0.2
70.7,1.1
71.3,0.3
66.66,0.65
66.52,0.63
73.97,0.07
59.09,3.16
76.09,0.04
76.03,0.02
52.76,6.61
60.78,1.78
71.6,0.26
72.1,0.24
58.87,1.55
58.37,1.52
58.87,1.51
73.14,0.07
71.14,0.3
70.1,0.39
70.82,0.42
60.08,1.13
59.27,1.07
63.18,1.07
60.66,1.51
62.24,1.05
58.77,1.45
59.13,1.24
54.76,8.52
54.23,8.32
59.2,3.76
59.09,3.82
58.66,3.83
67.72,0.88
70.45,0.72
67.58,0.93
69.88,0.53
69.73,0.47
71.02,0.43
71.67,0.48
71.45,0.48
73.61,0.2
71.8,0.44
72.85,0.35
71.96,0.59
71.7,0.58
66.71,1.44
69.91,0.886
68.5,1.93
64.53,1.89
72.53,0.528
74.77,0.19
74.52,0.19
74.55,0.19
74.31,0.19
74.17,0.19
74.71,0.19
73.5,0.19
70.66,0.32
73.65,0.2
74.01,0.2
76.33,0.06
76.74,0.05
77.37,0.04
76.84,0.04
75.88,0.03
75.56,0.03
76.02,0.02
75.37,0.03
60.32,2.33
69.2,0.64
68.5,1.29
65.4,1.23
66.1,1.57
69.7,1.23
71.52,0.53
72.28,0.46
71.35,0.67
67.15,1.09
75.87,0.28
72.97,0.49
72.53,0.66
72.09,0.49
72.12,0.59
71.59,0.86
75.35,0.35
74.79,0.34
74.47,0.34
74.55,0.35
74.7,0.35
75.01,0.35
74.65,0.33
74.42,0.38
75.29,0.33
74.42,0.35
71.14,0.91
78.63,0.14
77.72,0.15
77.38,0.15
77.03,0.15
77.19,0.14
77.35,0.15
77.54,0.15
,
76.85,0.03
74.09,0.13
73.45,0.79
71.69,0.05
73.32,0.76
73.62,0.04
75.36,0.08
69.21,1.35
74.09,0.13
69.72,0.56
65.07,1.93
73.63,0.33
75.11,0.6
69.67,1.27
,
,
,
,
,
,
,
,
,
,
,
,
76.21,0.085
76.27,0.106
77.02,0.068
75.4,0.102
77.45,0.077
77.53,0.064
76.04,0.118
75.76,0.186
77,0.047
76.85,0.061
76.19,0.077
75.54,0.065
76.5,0.05
74.8,0.02
77.51,0.15
76.2,0.14
77.3,0.07
74.02,0.11
73.62,0.16
75.9,0.04
73.23,0.55
73.52,0.52
72.59,0.46
73.04,0.54
72.12,0.8
71.37,0.72
70.6,0.79
71.69,0.83
74.25,0.38
69.66,0.88
71.49,0.94
70.91,0.92
71.95,0.88
72.92,0.96
71.38,0.91
74.37,0.46
74.14,0.46
75.42,0.45
74.29,0.53
74.68,0.64
74.42,0.61
75.45,0.61
75.13,0.57
74.78,0.57
73.96,0.61
71.5,0.77
74.61,0.27
73.53,0.27
72.71,0.27
74.24,0.28
76.22,0.03
68.47,0.07
74.45,0.04
75.6,0.01
76.9,0.01
76.61,0.32
62.2,3.4
72.1,0.5
73.4,0.2
73.1,0.3
73.3,0.3
72.3,0.4
72.2,0.5
72.2,0.4
73,0.3
75.4,0.3
73.1,0.3
72.7,0.3
73,0.2
73.2,0.3
73,0.3
71.7,0.3
73.2,0.6
74.3,0.2
73.7,0.3
73.1,0.2
73.9,0.1
72.2,0.4
73.5,0.1
74.9,0.1
72.3,0.3
72.6,0.2
73.4,0.2
74.2,0.1
73.7,0.2
72.4,0.3
75,0.2
72.9,0.3
72,0.5
74,0.2
76.9,0.2
73.3,0.3
75.4,0.3
74.4,0.2
71.7,0.2
72.7,0.1
72.4,0.2
74.2,0.2
74.1,0.2
71.7,0.4
73.9,0.3
72.8,0.3
72.3,0.4
70.6,0.6
73.6,0.3
73,0.3
72.3,0.3
72,0.3
72.3,0.3
72.6,0.3
73,0.3
72.2,0.3
72.9,0.3
73.2,0.3
73.1,0.3
71.6,0.4
72.5,0.4
73.1,0.2
72.9,0.4
71,0.5
73.2,0.4
72.6,0.2
73.8,0.2
72.9,0.3
73.2,0.4
70.9,0.5
71,0.4
70.7,0.4
74.7,0.2
72.4,0.3
71.8,0.4
74.1,0.1
71.9,0.3
74.3,0.2
73.7,0.2
71.2,57
73.5,0.3
74.2,0.1
72.6,0.3
73,0.3
72.4,0.4
74.1,0.3
73,0.2
73.7,0.2
72,0.4
70.4,0.7
73.5,0.1
,
,
,
54.28,2.62
51.45,2.9
63.37,1.5
75.54,0.03
70.92,0.45
77.96,1.17
68.35,1.7
68.58,1.43
69.51,1.48
67.03,1.18
71.7,0.41
74.04,0.19
76.69,0.04
77.25,0.07
74.77,0.21
75.5,0.18
76.36,0.24
76.7,0.17
74.72,0.12
77.73,0.08
76.78,0.06
74.79,0.23
72.53,0.47
74.45,0.01
72.69,0.01
73.12,0.01
73.72,0.01
76.57,0.01
73.13,0.88
73.68,0.39
76.53,0.11
76.41,0.01
72.89,0.38
73.54,0.22
70.79,0.65
75.47,0.06
71.77,0.42
71.09,0.8
72.38,0.62
70.68,1
74.02,0.3
73.15,0.28
73.76,0.44
74.5,0.08
72.57,0.33
70.63,0.63
73.14,0.34
72.99,0.27
74.12,0.15
73.76,0.17
75.79,0.01
73.93,0.18
72.84,0.43
70.91,1.02
73.08,0.22
74,0.03
74.5,0.14
74.22,0.14
74.03,0.06
72.63,0.27
73.65,0.23
,
66.61,1.65
74.18,0.22
73.38,0.12
74,0.04
66.95,0.82
62.97,3.37
74.39,0.15
75.33,0.13
67.33,2.23
72.03,0.67
66.5,2.87
67.24,0.68
71.64,0.45
59.07,1.77
71.33,0.56
69.73,1.06
56.22,0.99
61.69,3.39
59.88,4.88
75.09,0.25
71.8,1.6
71.75,0.65
76.73,0.15
72.17,0.45
,
67.07,0.41
70.01,0.1
71.12,0.12
73.19,0.11
74.24,0.07
72.9,0.22
77,0.14
76.92,0.13
77.32,0.14
76.57,0.16
75.75,0.25
75.78,0.18
74.16,0.43
74.66,0.35
75.72,0.2
73.22,0.49
75.12,0.22
75.76,0.11
75.79,0.22
76.31,0.15
75.8,0.17
76.03,0.16
77.36,0.07
77.25,0.13
76.98,0.16
75.8,0.21
76.91,0.08
69.08,0.79
70.15,0.78
69.16,0.83
68.76,1.02
69.3,0.72
72.54,0.34
71.13,1.35
69.94,1.35
76.33,0.38
76.08,0.27
73.66,0.57
74.15,0.53
74.35,0.59
77.07,0.5
73.82,0.56
74.44,0.43
73.99,0.55
74.33,0.55
65.11,0.07
65.54,0.43
65.18,0.61
64.31,0.82
67.04,0.25
73.57,0.06
64.64,0.48
75.73,0.11
69.17,0.24
75.73,0.11
74.09,0.18
73.7,0.21
72.9,0.15
72.46,0.09
74.93,0.11
75.54,0.04
77.64,0.1
75.22,0.2
74.8,0.08
76,0.18
73.9,0.08
,
73.32,0.15
77,0.07
75.02,0.06
,
,
,
76.15,0.08
,
78.04547,0.073466
77.76732,0.097544
77.76273,0.074569
77.49695,0.067379
77.46046,0.075139
77.56481,0.284016
76.99413,0.137602
76.76066,0.268261
77.40358,0.090661
77.35938,0.087242
78.03186,0.121309
77.96578,0.128515
75.20685,0.318087
76.47222,0.104866
78.10643,0.102578
78.03039,0.09633
78.1508,0.08352
78.01372,0.089319
77.70346,0.079304
77.76451,0.050475
74.88693,0.101592
70.03,0.65
,
,
,
,
,
,
,
,
,
,
70.62,0.69
71.09,0.72
71.12,0.68
73.71,0.32
75.47,0.2
76.05,0.13
70.82,0.53
71.65,0.55
72.68,0.41
72.62,0.36
76.2,0.04
71.2,0.55
71.29,0.44
72.34,0.44
73.3,0.29
71.2,0.62
71.3,0.58
73,0.52
73.02,0.46
73.59,0.35
73.86,0.27
74.02,0.33
73.98,0.23
76,0.09
75.97,0.04
75.42,0.04
70.67,1.24
70.99,0.37
69.18,0.55
69.2458989800677,1.41938885171442
70.2318272723562,1.46932778253949
69.8126054833076,1.64288815925273
70.8661417322835,1.22304994289064
69.7811106607215,1.61126874746656
69.9431933455062,1.43031040779063
69.6613263029811,1.51084972622186
71.3809879484022,1.30205704826695
73.5982138326483,0.700258791292434
71.4683459719958,1.23518036670683
78.0388978930308,0.020259319286872
73.1990231990232,0.864875864875865
74.9543332656789,0.527704485488127
74.6823864213843,0.813090761256225
73.5028878305806,0.678893504914378
66.79,0.91
66.52,0.83
64.34,0.99
67.94,0.89
69.35,0.63
68.57,0.92
69.39,0.82
68.86,0.9
68.3,1.38
68.17,1
68.55,1.09
67.14,0.84
69.01,0.99
68.51,0.87
69.03,0.86
67.89,1.02
80.03,0.079
78.64,0.074
76.52,0.102
75.04,0.079
77.02,0.077
67.77,0.06
67.32,0.06
70.52,0.2
68.38,0.09
71.22,0.35
69.09,0.19
73.0495016946718,0.240723333883307
67.3737195348414,1.35201551149881
70.7107867939443,0.455937155140778
76.77,0.33
73.75,0.31
70.01,0.35
76.33,0.12
72.08,0.57
74.08,0.11
74.44,0.2
71.19,0.55
70.73,0.29
70.99,0.38
72.22,0.28
72.22,0.37
74.98,0.14
73.02,0.17
73.06,0.39
75.96,0.2
72.91,0.21
73.21,0.16
74.63,0.15
74.79,0.15
73.56,0.22
74.49,0.32
74.57,0.21
75.2,0.33
73.76,0.27
74.3,0.03
65.05,2.08
63.26,2.87
57.47,2.97
74.14,0.82
66.54,1.57
69.86,1.32
71.71,1.36
71.64,1.38
67.77,1.97
64.33,2.32
64.75,1.86
66.3,1.92
65.49,2.05
70.64,0.29
74.31,0.12
72.85,0.18
72.32,0.19
66.71,0.83
70.78,0.4
71.42,0.34
71.38,0.37
71.08,0.38
74.3,0.21
73.17,0.2
73.35,0.22
70.83,0.47
75.44,0.63
74.58,0.56
77.56,0.13
77.9,0.13
70.98,1.62
70.28,1.11
77.41,0.13
77.3,0.12
73.55,0.26
74,0.68
,
,
,
,
,
,
,
,
74.481165,0.3613797
73.6002296,0.2885699
72.70391,0.30201
74.1373107,0.27279915
73.07737,0.17467
72.49286425,0.24800375
75.30280395,0.2452874
75.99533,0.02902
72.1398744,0.5268483
74.3533065,0.1853577
71.5021956,0.399663
72.646,0.281
72.83475975,0.310760325
65,1.6
,
75.56,0.04
76.25,0.05
,
60.61,3.41
,
,
,
73.48,0.41
74.02,0.26
74.29,0.39
74.52,0.37
75.05,0.24
75.12,0.19
72.4,0.45
73.97,0.34
75.97,0.35
76.06,0.19
68.26,1.21
68.75,1.44
69.25,1.08
70.54,0.11
71.91,0.66
73.53,0.68
74.66,0.19
75.26,0.31
78.87,0.09
73.15,0.27
74.54,0.11
74.71,0.21
72.3,0.87
70.6,1.07
75.2,0.46
71.3,0.79
64.85,2.28
72.9,1.43
,
,
,
,
,
69.18,0.55
71.29,0.21
69.02,0.71
73.26,0.3
72.09,0.52
63.96,2.64
64.51,2.36
72.04,0.31
72.2,0.75
,
65.24,2.19
70.85,0.7
61.22,5.19
70.13,2.49
69.77,1.23
71.43,1.12
71.4,1
71.99,0.78
70.7,0.37
71.45,1.27
71.94,1.04
71.8,0.28
75.8,0.11
,
,
,
,
,
,
,
70.83,0.31
70.9,0.28
71.1,0.28
69.49,1.18
69.35,1.18
69.69,1.17
69.94,0.36
67.74,0.37
69.61,0.34
69.48,0.48
69.03,0.5
70.55,0.49
69.61,0.55
70.85,0.43
68.86,0.36
71.24,0.39
71.99,0.27
72.87,0.29
72.12,0.24
68.83,1
68.18,1.46
68.49,0.8
64.09,2.23
67.63,1.91
66.52,2.1
65.57,1.99
66.24,0.72
70.46,1.13
73.74,0.68
69.02,1.25
69.41,0.98
70.08,1.2
75.31,0.44
75.69,0.36
77.47,0.11
73.81,0.38
76,0.13
76.32,0.24
73.49,0.4
72.12,0.56
72.26,0.64
77.04,0.07
77.58,0.06
77,0.07
77.21,0.07
77.08,0.06
57.11,4.25
77.3,0.11
77.6,0.04
76.2,0.1
77.2,0.11
75.7,0.18
74.9,0.31
77.4,0.05
76.7,0.12
75.2,0.28
75.5,0.2
75.6,0.23
75.2,0.3
77.4,0.01
77.7,0.01
77.8,0.03
76.9,0.02
77.5,0.09
77.2,0.05
78.4,0.08
77.6,0.05
76.9,0.15
76.1,0.115
71.01,0.4
71.03,0.39
70.85,0.42
