,station,network,channel,location,rate,start_time,end_time,latitude,longitude,elevation,depth,dip,azimuth
1375,CMW1,NC,SP3,--,20.0,"2000/09/25,21:30:00","2004/03/12,00:00:00",37.54026,-121.88758,214.0,155.0,0.0,90.0
1376,CMW1,NC,SP3,--,20.0,"2004/03/12,00:00:00","2006/01/24,18:00:00",37.54026,-121.88758,214.0,155.0,0.0,90.0
1377,CNI,NC,EHE,--,100.0,"2011/07/06,20:15:00","2019/03/14,00:00:00",37.60795,-121.96456,393.0,0.0,0.0,103.0
1378,CNI,NC,EHE,--,100.0,"2019/03/14,00:00:00","3000/01/01,00:00:00",37.60795,-121.96456,393.0,0.0,0.0,103.0
1379,CNI,NC,EHN,--,100.0,"2011/07/06,20:15:00","2019/03/14,00:00:00",37.60795,-121.96456,393.0,0.0,0.0,13.0
1380,CNI,NC,EHN,--,100.0,"2019/03/14,00:00:00","3000/01/01,00:00:00",37.60795,-121.96456,393.0,0.0,0.0,13.0
1381,CNI,NC,EHZ,--,100.0,"1993/03/08,00:00:00","2011/06/07,20:25:00",37.60795,-121.96456,393.0,0.0,-90.0,0.0
1382,CNI,NC,EHZ,--,100.0,"2011/07/06,20:15:00","2019/03/14,00:00:00",37.60795,-121.96456,393.0,0.0,-90.0,0.0
1383,CNI,NC,EHZ,--,100.0,"2019/03/14,00:00:00","3000/01/01,00:00:00",37.60795,-121.96456,393.0,0.0,-90.0,0.0
1384,CNI,NC,ELE,--,100.0,"1993/03/08,00:00:00","1996/10/17,23:00:00",37.60795,-121.96456,393.0,0.0,0.0,90.0
1385,CNI,NC,HNE,--,100.0,"2011/07/06,20:15:00","2019/03/14,00:00:00",37.60795,-121.96456,393.0,0.0,0.0,103.0
1386,CNI,NC,HNE,--,100.0,"2019/03/14,00:00:00","3000/01/01,00:00:00",37.60795,-121.96456,393.0,0.0,0.0,90.0
1387,CNI,NC,HNN,--,100.0,"2011/07/06,20:15:00","2019/03/14,00:00:00",37.60795,-121.96456,393.0,0.0,0.0,13.0
1388,CNI,NC,HNN,--,100.0,"2019/03/14,00:00:00","3000/01/01,00:00:00",37.60795,-121.96456,393.0,0.0,0.0,0.0
1389,CNI,NC,HNZ,--,100.0,"2011/07/06,20:15:00","2019/03/14,00:00:00",37.60795,-121.96456,393.0,0.0,-90.0,0.0
1390,CNI,NC,HNZ,--,100.0,"2019/03/14,00:00:00","3000/01/01,00:00:00",37.60795,-121.96456,393.0,0.0,-90.0,0.0
1391,CNI,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.60795,-121.96456,393.0,0.0,-90.0,0.0
1392,CNI,NC,SLE,--,20.0,"1994/11/28,00:00:00","1996/10/17,23:00:00",37.60795,-121.96456,393.0,0.0,0.0,90.0
1393,COS,NC,EHZ,02,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.50803,-121.37506,972.0,0.0,-90.0,0.0
1394,COS,NC,EHZ,02,100.0,"1987/05/01,00:00:00","2019/10/03,21:05:00",37.50803,-121.37506,972.0,0.0,-90.0,0.0
1395,COS,NC,SHZ,02,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.50803,-121.37506,972.0,0.0,-90.0,0.0
1396,CPI,NC,BNE,--,20.0,"1996/09/08,00:00:00","2000/07/12,00:00:00",37.9889,-122.21561,203.0,0.0,0.0,90.0
1397,CPI,NC,BNN,--,20.0,"1996/09/08,00:00:00","2000/07/12,00:00:00",37.9889,-122.21561,203.0,0.0,0.0,0.0
1398,CPI,NC,EHZ,--,100.0,"1991/10/10,17:30:00","1996/09/08,13:00:00",37.9889,-122.21561,203.0,0.0,-90.0,0.0
1399,CPI,NC,EHZ,--,100.0,"1996/09/08,13:00:00","2007/05/30,23:06:00",37.9889,-122.21561,203.0,0.0,-90.0,0.0
1400,CPI,NC,EHZ,--,100.0,"2007/05/30,23:06:00","2017/05/24,20:00:00",37.9889,-122.21561,203.0,0.0,-90.0,0.0
1401,CPI,NC,EHZ,--,100.0,"2017/05/24,20:00:00","3000/01/01,00:00:00",37.9889,-122.21561,203.0,0.0,-90.0,0.0
1402,CPI,NC,HNE,--,100.0,"1996/09/08,00:00:00","2007/05/30,23:06:00",37.9889,-122.21561,203.0,0.0,0.0,90.0
1403,CPI,NC,HNE,--,100.0,"2007/05/30,23:06:00","2017/05/24,20:00:00",37.9889,-122.21561,203.0,0.0,0.0,90.0
1404,CPI,NC,HNE,--,100.0,"2017/05/24,20:00:00","3000/01/01,00:00:00",37.9889,-122.21561,203.0,0.0,0.0,90.0
1405,CPI,NC,HNN,--,100.0,"1996/09/08,00:00:00","2007/05/30,23:06:00",37.9889,-122.21561,203.0,0.0,0.0,0.0
1406,CPI,NC,HNN,--,100.0,"2007/05/30,23:06:00","2017/05/24,20:00:00",37.9889,-122.21561,203.0,0.0,0.0,0.0
1407,CPI,NC,HNN,--,100.0,"2017/05/24,20:00:00","3000/01/01,00:00:00",37.9889,-122.21561,203.0,0.0,0.0,0.0
1408,CPI,NC,HNZ,--,100.0,"2007/05/30,23:06:00","2017/05/24,20:00:00",37.9889,-122.21561,203.0,0.0,-90.0,0.0
1409,CPI,NC,HNZ,--,100.0,"2017/05/24,20:00:00","3000/01/01,00:00:00",37.9889,-122.21561,203.0,0.0,-90.0,0.0
1410,CPI,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1996/09/08,13:00:00",37.9889,-122.21561,203.0,0.0,-90.0,0.0
1411,CPI,NC,SHZ,--,20.0,"1996/09/08,13:00:00","2006/01/24,18:00:00",37.9889,-122.21561,203.0,0.0,-90.0,0.0
1412,CPL,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.6375,-121.96066,317.0,0.0,-90.0,0.0
1413,CPL,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1993/03/04,23:00:00",37.6375,-121.96066,317.0,0.0,-90.0,0.0
1414,CPM,NC,BNE,--,20.0,"1996/07/23,00:00:00","2000/07/12,00:00:00",37.94906,-122.40851,94.0,0.0,0.0,90.0
1415,CPM,NC,BNN,--,20.0,"1996/07/23,00:00:00","2000/07/12,00:00:00",37.94906,-122.40851,94.0,0.0,0.0,0.0
1416,CPM,NC,EHZ,--,100.0,"1991/09/04,00:00:00","1996/07/21,19:02:00",37.94906,-122.40851,94.0,0.0,-90.0,0.0
1417,CPM,NC,EHZ,--,100.0,"1996/07/24,17:45:00","2007/09/13,21:34:00",37.94906,-122.40851,94.0,0.0,-90.0,0.0
1418,CPM,NC,EHZ,--,100.0,"2007/09/13,21:34:00","2017/09/27,20:00:00",37.94906,-122.40851,94.0,0.0,-90.0,0.0
1419,CPM,NC,EHZ,--,100.0,"2017/09/27,20:00:00","3000/01/01,00:00:00",37.94906,-122.40851,94.0,0.0,-90.0,0.0
1420,CPM,NC,HNE,--,100.0,"1996/07/23,00:00:00","2007/09/13,21:34:00",37.94906,-122.40851,94.0,0.0,0.0,90.0
1421,CPM,NC,HNE,--,100.0,"2007/09/13,21:34:00","2017/09/27,20:00:00",37.94906,-122.40851,94.0,0.0,0.0,90.0
1422,CPM,NC,HNE,--,100.0,"2017/09/27,20:00:00","3000/01/01,00:00:00",37.94906,-122.40851,94.0,0.0,0.0,90.0
1423,CPM,NC,HNN,--,100.0,"1996/07/23,00:00:00","2007/09/13,21:34:00",37.94906,-122.40851,94.0,0.0,0.0,0.0
1424,CPM,NC,HNN,--,100.0,"2007/09/13,21:34:00","2017/09/27,20:00:00",37.94906,-122.40851,94.0,0.0,0.0,0.0
1425,CPM,NC,HNN,--,100.0,"2017/09/27,20:00:00","3000/01/01,00:00:00",37.94906,-122.40851,94.0,0.0,0.0,0.0
1426,CPM,NC,HNZ,--,100.0,"2007/09/13,21:34:00","2017/09/27,20:00:00",37.94906,-122.40851,94.0,0.0,-90.0,0.0
1427,CPM,NC,HNZ,--,100.0,"2017/09/27,20:00:00","3000/01/01,00:00:00",37.94906,-122.40851,94.0,0.0,-90.0,0.0
1428,CPM,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1996/07/21,19:02:00",37.94906,-122.40851,94.0,0.0,-90.0,0.0
1429,CPM,NC,SHZ,--,20.0,"1996/07/24,17:45:00","2006/01/24,18:00:00",37.94906,-122.40851,94.0,0.0,-90.0,0.0
1430,CPP,NC,EHZ,03,100.0,"2004/04/14,16:12:00","2009/02/01,00:00:00",37.70093,-121.68436,206.0,0.0,-90.0,0.0
1431,CPP,NC,EHZ,03,200.0,"2009/02/01,00:00:00","2010/11/14,21:34:00",37.70093,-121.68436,206.0,0.0,-90.0,0.0
1432,CPP,NC,EHZ,03,200.0,"2010/11/14,21:34:00","2017/08/08,00:00:00",37.70093,-121.68436,206.0,0.0,-90.0,0.0
1433,CPP,NC,EHZ,03,100.0,"2017/08/08,00:00:00","3000/01/01,00:00:00",37.70093,-121.68436,206.0,0.0,-90.0,0.0
1434,CPP,NC,SHZ,03,20.0,"2004/04/14,16:12:00","2006/01/24,18:00:00",37.70093,-121.68436,206.0,0.0,-90.0,0.0
1435,CRA,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/03/27,22:15:00",37.76717,-121.9375,171.0,0.0,-90.0,0.0
1436,CRA,NC,EHZ,--,100.0,"1984/03/27,22:15:00","1987/05/01,00:00:00",37.76717,-121.9375,171.0,0.0,-90.0,0.0
1437,CRA,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1988/03/28,23:59:00",37.76717,-121.9375,171.0,0.0,-90.0,0.0
1438,CRH,NC,EHZ,--,100.0,"2000/09/20,00:00:00","2014/07/01,00:00:00",37.85884,-121.99264,259.0,0.0,-90.0,0.0
1439,CRH,NC,EHZ,--,100.0,"2014/07/01,00:00:00","2019/03/22,01:00:00",37.85884,-121.99264,259.0,0.0,-90.0,0.0
1440,CRH,NC,EHZ,--,100.0,"2019/03/22,01:00:00","3000/01/01,00:00:00",37.85884,-121.99264,259.0,0.0,-90.0,0.0
1441,CRH,NC,HNE,--,100.0,"2000/09/20,00:00:00","2019/03/22,01:00:00",37.85884,-121.99264,259.0,0.0,0.0,90.0
1442,CRH,NC,HNE,--,100.0,"2019/03/22,01:00:00","3000/01/01,00:00:00",37.85884,-121.99264,259.0,0.0,0.0,90.0
1443,CRH,NC,HNN,--,100.0,"2000/09/20,00:00:00","2019/03/22,01:00:00",37.85884,-121.99264,259.0,0.0,0.0,0.0
1444,CRH,NC,HNN,--,100.0,"2019/03/22,01:00:00","3000/01/01,00:00:00",37.85884,-121.99264,259.0,0.0,0.0,0.0
1445,CRH,NC,HNZ,--,100.0,"2000/09/20,00:00:00","2019/03/22,01:00:00",37.85884,-121.99264,259.0,0.0,-90.0,0.0
1446,CRH,NC,HNZ,--,100.0,"2019/03/22,01:00:00","3000/01/01,00:00:00",37.85884,-121.99264,259.0,0.0,-90.0,0.0
1447,CRH,NC,SHZ,--,20.0,"2000/09/20,00:00:00","2006/01/24,18:00:00",37.85884,-121.99264,259.0,0.0,-90.0,0.0
1448,CRP,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1985/10/21,21:45:00",37.91266,-121.90649,303.0,0.0,-90.0,0.0
1449,CRP,NC,EHZ,--,100.0,"1985/10/21,21:45:00","1987/05/01,00:00:00",37.91266,-121.90649,303.0,0.0,-90.0,0.0
1450,CRP,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1990/04/12,19:23:00",37.91266,-121.90649,303.0,0.0,-90.0,0.0
1451,CRP,NC,EHZ,--,100.0,"1990/04/12,19:23:00","1990/05/18,19:43:00",37.91266,-121.90649,303.0,0.0,-90.0,0.0
1452,CRP,NC,EHZ,--,100.0,"1990/05/18,19:43:00","2001/06/12,20:55:00",37.91266,-121.90649,303.0,0.0,-90.0,0.0
1453,CRP,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2001/06/12,20:55:00",37.91266,-121.90649,303.0,0.0,-90.0,0.0
1454,CRPB,NC,EHZ,--,100.0,"2001/06/05,23:00:00","2019/11/21,20:00:00",37.91233,-121.90716,307.0,0.0,-90.0,0.0
1455,CRPB,NC,EHZ,--,100.0,"2019/11/21,20:00:00","3000/01/01,00:00:00",37.91233,-121.90716,307.0,0.0,-90.0,0.0
1456,CRPB,NC,HNE,--,100.0,"2001/06/05,23:00:00","2019/11/21,20:00:00",37.91233,-121.90716,307.0,0.0,0.0,90.0
1457,CRPB,NC,HNE,--,100.0,"2019/11/21,20:00:00","3000/01/01,00:00:00",37.91233,-121.90716,307.0,0.0,0.0,90.0
1458,CRPB,NC,HNN,--,100.0,"2001/06/05,23:00:00","2019/11/21,20:00:00",37.91233,-121.90716,307.0,0.0,0.0,0.0
1459,CRPB,NC,HNN,--,100.0,"2019/11/21,20:00:00","3000/01/01,00:00:00",37.91233,-121.90716,307.0,0.0,0.0,0.0
1460,CRPB,NC,HNZ,--,100.0,"2001/06/05,23:00:00","2019/11/21,20:00:00",37.91233,-121.90716,307.0,0.0,-90.0,0.0
1461,CRPB,NC,HNZ,--,100.0,"2019/11/21,20:00:00","3000/01/01,00:00:00",37.91233,-121.90716,307.0,0.0,-90.0,0.0
1462,CRPB,NC,SHZ,--,20.0,"2001/06/05,23:00:00","2006/01/24,18:00:00",37.91233,-121.90716,307.0,0.0,-90.0,0.0
1463,CSA,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1986/08/13,22:30:00",37.6724,-121.7029,177.0,0.0,-90.0,0.0
1464,CSA,NC,EHZ,--,100.0,"1986/08/13,22:30:00","1987/05/01,00:00:00",37.6724,-121.7029,177.0,0.0,-90.0,0.0
1465,CSA,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2009/02/01,00:00:00",37.6724,-121.7029,177.0,0.0,-90.0,0.0
1466,CSA,NC,EHZ,--,200.0,"2009/02/01,00:00:00","2010/11/14,21:34:00",37.6724,-121.7029,177.0,0.0,-90.0,0.0
1467,CSA,NC,EHZ,--,200.0,"2010/11/14,21:34:00","2017/08/08,00:00:00",37.6724,-121.7029,177.0,0.0,-90.0,0.0
1468,CSA,NC,EHZ,--,100.0,"2017/08/08,00:00:00","3000/01/01,00:00:00",37.6724,-121.7029,177.0,0.0,-90.0,0.0
1469,CSA,NC,ELE,--,100.0,"2004/10/18,22:37:00","2009/01/30,16:57:00",37.6724,-121.7029,177.0,0.0,0.0,90.0
1470,CSA,NC,ELN,--,100.0,"2004/10/18,22:37:00","2009/01/30,16:57:00",37.6724,-121.7029,177.0,0.0,0.0,0.0
1471,CSA,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.6724,-121.7029,177.0,0.0,-90.0,0.0
1472,CSA,NC,SLE,--,20.0,"2004/10/18,22:37:00","2006/01/24,18:00:00",37.6724,-121.7029,177.0,0.0,0.0,90.0
1473,CSA,NC,SLN,--,20.0,"2004/10/18,22:37:00","2006/01/24,18:00:00",37.6724,-121.7029,177.0,0.0,0.0,0.0
1474,CSC,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.28517,-121.7725,128.0,0.0,-90.0,0.0
1475,CSC,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1991/12/24,18:00:00",37.28517,-121.7725,128.0,0.0,-90.0,0.0
1476,CSH,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1985/10/22,20:15:00",37.648,-122.04283,170.0,0.0,-90.0,0.0
1477,CSH,NC,EHZ,--,100.0,"1985/10/22,20:15:00","1987/05/01,00:00:00",37.648,-122.04283,170.0,0.0,-90.0,0.0
1478,CSH,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1992/01/31,17:15:00",37.648,-122.04283,170.0,0.0,-90.0,0.0
1479,CSL,NC,BNE,--,20.0,"1994/11/28,00:00:00","2000/01/13,17:14:00",37.72416,-122.11929,219.0,0.0,0.0,90.0
1480,CSL,NC,BNE,--,20.0,"2000/01/13,17:15:00","2000/07/12,00:00:00",37.72416,-122.11929,219.0,0.0,0.0,90.0
1481,CSL,NC,BNN,--,20.0,"1994/11/28,00:00:00","2000/01/13,17:14:00",37.72416,-122.11929,219.0,0.0,0.0,0.0
1482,CSL,NC,BNN,--,20.0,"2000/01/13,17:15:00","2000/07/12,00:00:00",37.72416,-122.11929,219.0,0.0,0.0,0.0
1483,CSL,NC,BNZ,--,20.0,"1994/11/28,00:00:00","2000/01/13,17:14:00",37.72416,-122.11929,219.0,0.0,-90.0,0.0
1484,CSL,NC,EHZ,--,100.0,"1991/08/08,23:40:00","2000/01/13,00:00:00",37.72416,-122.11929,219.0,0.0,-90.0,0.0
1485,CSL,NC,EHZ,--,100.0,"2000/01/13,00:00:00","2009/04/24,21:48:00",37.72416,-122.11929,219.0,0.0,-90.0,0.0
1486,CSL,NC,EHZ,--,100.0,"2009/04/24,21:48:00","3000/01/01,00:00:00",37.72416,-122.11929,219.0,0.0,-90.0,0.0
1487,CSL,NC,ELE,--,100.0,"1991/08/08,23:40:00","2000/01/14,23:59:00",37.72416,-122.11929,219.0,0.0,0.0,90.0
1488,CSL,NC,ELN,--,100.0,"1991/08/08,23:40:00","2000/01/14,23:59:00",37.72416,-122.11929,219.0,0.0,0.0,0.0
1489,CSL,NC,HNE,--,100.0,"1994/11/10,21:20:00","2000/01/13,17:14:00",37.72416,-122.11929,219.0,0.0,0.0,90.0
1490,CSL,NC,HNE,--,100.0,"2000/01/13,17:15:00","2009/04/24,21:48:00",37.72416,-122.11929,219.0,0.0,0.0,90.0
1491,CSL,NC,HNE,--,100.0,"2009/04/24,21:48:00","3000/01/01,00:00:00",37.72416,-122.11929,219.0,0.0,0.0,90.0
1492,CSL,NC,HNN,--,100.0,"1994/11/10,21:20:00","2000/01/13,17:14:00",37.72416,-122.11929,219.0,0.0,0.0,0.0
1493,CSL,NC,HNN,--,100.0,"2000/01/13,17:15:00","2009/04/24,21:48:00",37.72416,-122.11929,219.0,0.0,0.0,0.0
1494,CSL,NC,HNN,--,100.0,"2009/04/24,21:48:00","3000/01/01,00:00:00",37.72416,-122.11929,219.0,0.0,0.0,0.0
1495,CSL,NC,HNZ,--,100.0,"1994/11/10,21:20:00","2000/01/13,17:14:00",37.72416,-122.11929,219.0,0.0,-90.0,0.0
1496,CSL,NC,HNZ,--,100.0,"2009/04/24,21:48:00","3000/01/01,00:00:00",37.72416,-122.11929,219.0,0.0,-90.0,0.0
1497,CSL,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2000/01/13,00:00:00",37.72416,-122.11929,219.0,0.0,-90.0,0.0
1498,CSL,NC,SHZ,--,20.0,"2000/01/13,00:00:00","2006/01/24,18:00:00",37.72416,-122.11929,219.0,0.0,-90.0,0.0
1499,CSL,NC,SLE,--,20.0,"1994/11/28,00:00:00","2000/01/14,23:59:00",37.72416,-122.11929,219.0,0.0,0.0,90.0
1500,CSL,NC,SLN,--,20.0,"1994/11/28,00:00:00","2000/01/14,23:59:00",37.72416,-122.11929,219.0,0.0,0.0,0.0
1501,CSP,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1986/05/30,23:20:00",37.95712,-122.31147,179.0,0.0,-90.0,0.0
1502,CSP,NC,EHZ,--,100.0,"1986/05/30,23:20:00","1987/05/01,00:00:00",37.95712,-122.31147,179.0,0.0,-90.0,0.0
1503,CSP,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1987/09/01,19:38:00",37.95712,-122.31147,179.0,0.0,-90.0,0.0
1504,CSP,NC,EHZ,--,100.0,"1987/09/01,19:38:00","2013/06/12,21:00:00",37.95712,-122.31147,179.0,0.0,-90.0,0.0
1505,CSP,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.95712,-122.31147,179.0,0.0,-90.0,0.0
1506,CSPB,NC,EHZ,--,100.0,"2013/06/13,20:13:00","3000/01/01,00:00:00",37.95716,-122.3113,208.0,0.0,-90.0,0.0
1507,CSPB,NC,HNE,--,100.0,"2013/06/13,20:13:00","3000/01/01,00:00:00",37.95716,-122.3113,208.0,0.0,0.0,90.0
1508,CSPB,NC,HNN,--,100.0,"2013/06/13,20:13:00","3000/01/01,00:00:00",37.95716,-122.3113,208.0,0.0,0.0,0.0
1509,CSPB,NC,HNZ,--,100.0,"2013/06/13,20:13:00","3000/01/01,00:00:00",37.95716,-122.3113,208.0,0.0,-90.0,0.0
1510,CST,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.64058,-121.49801,187.0,0.0,-90.0,0.0
1511,CST,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1998/12/02,23:59:00",37.64058,-121.49801,187.0,0.0,-90.0,0.0
1512,CST,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1998/12/02,23:59:00",37.64058,-121.49801,187.0,0.0,-90.0,0.0
1513,CSTB,NC,EHZ,--,100.0,"1998/12/02,21:00:00","2006/03/09,21:52:00",37.6397,-121.49834,190.0,0.0,-90.0,0.0
1514,CSTB,NC,SHZ,--,20.0,"1998/12/02,21:00:00","2006/01/24,18:00:00",37.6397,-121.49834,190.0,0.0,-90.0,0.0
1515,CSTC,NC,EHZ,--,200.0,"2009/02/06,16:56:00","2010/11/14,21:34:00",37.63844,-121.49843,200.0,0.0,-90.0,0.0
1516,CSTC,NC,EHZ,--,200.0,"2010/11/14,21:34:00","2017/05/10,16:38:00",37.63844,-121.49843,200.0,0.0,-90.0,0.0
1517,CSTC,NC,EHZ,--,100.0,"2017/05/10,16:38:00","3000/01/01,00:00:00",37.63844,-121.49843,200.0,0.0,-90.0,0.0
1518,CSU,NC,HNE,--,200.0,"2021/07/07,23:00:00","3000/01/01,00:00:00",37.64303,-121.9402,499.0,0.0,0.0,90.0
1519,CSU,NC,HNN,--,200.0,"2021/07/07,23:00:00","3000/01/01,00:00:00",37.64303,-121.9402,499.0,0.0,0.0,0.0
1520,CSU,NC,HNZ,--,200.0,"2021/07/07,23:00:00","3000/01/01,00:00:00",37.64303,-121.9402,499.0,0.0,-90.0,0.0
1521,CSU1,NC,BN1,--,40.0,"1995/10/17,00:00:00","1997/05/29,00:00:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1522,CSU1,NC,BN1,--,20.0,"1997/05/29,00:00:00","2000/07/12,00:00:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1523,CSU1,NC,BN2,--,40.0,"1995/10/17,00:00:00","1997/05/29,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1524,CSU1,NC,BN2,--,20.0,"1997/05/29,00:00:00","2000/07/12,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1525,CSU1,NC,BN3,--,40.0,"1995/10/17,00:00:00","1997/05/29,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1526,CSU1,NC,BN3,--,20.0,"1997/05/29,00:00:00","2000/07/12,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1527,CSU1,NC,BV1,--,40.0,"1994/11/28,00:00:00","1997/05/29,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1528,CSU1,NC,BV1,--,20.0,"1997/05/29,00:00:00","2000/09/28,08:44:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1529,CSU1,NC,BV1,--,20.0,"2000/09/28,08:44:00","2006/01/24,18:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1530,CSU1,NC,EP1,--,200.0,"2015/03/13,00:00:00","3000/01/01,00:00:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1531,CSU1,NC,EP2,--,200.0,"1995/10/17,00:00:00","1997/05/29,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1532,CSU1,NC,EP2,--,100.0,"1997/05/29,00:00:00","2000/09/28,08:44:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1533,CSU1,NC,EP2,--,200.0,"2000/09/28,08:44:00","2007/11/20,21:06:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1534,CSU1,NC,EP2,--,200.0,"2007/11/20,21:06:00","2008/02/05,19:30:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1535,CSU1,NC,EP2,--,200.0,"2008/02/05,19:30:00","2015/03/13,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1536,CSU1,NC,EP2,--,200.0,"2015/03/13,00:00:00","3000/01/01,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1537,CSU1,NC,EP3,--,200.0,"1995/10/17,00:00:00","1997/05/29,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1538,CSU1,NC,EP3,--,100.0,"1997/05/29,00:00:00","2000/09/28,08:44:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1539,CSU1,NC,EP3,--,200.0,"2000/09/28,08:44:00","2007/11/20,21:06:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1540,CSU1,NC,EP3,--,200.0,"2007/11/20,21:06:00","2008/02/05,19:30:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1541,CSU1,NC,EP3,--,200.0,"2008/02/05,19:30:00","2015/03/13,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1542,CSU1,NC,EP3,--,200.0,"2015/03/13,00:00:00","3000/01/01,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1543,CSU1,NC,HN1,--,200.0,"1995/10/17,00:00:00","1997/05/29,00:00:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1544,CSU1,NC,HN1,--,100.0,"1997/05/29,00:00:00","2000/09/28,08:44:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1545,CSU1,NC,HN1,--,200.0,"2000/09/28,08:44:00","2007/11/20,21:06:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1546,CSU1,NC,HN1,--,200.0,"2007/11/20,21:06:00","2008/02/05,19:30:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1547,CSU1,NC,HN1,--,200.0,"2008/02/05,19:30:00","2015/03/13,00:00:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1548,CSU1,NC,HN1,--,200.0,"2015/03/13,00:00:00","2021/07/07,23:00:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1549,CSU1,NC,HN1,--,200.0,"2021/07/07,23:00:00","3000/01/01,00:00:00",37.64303,-121.9402,375.0,124.0,-90.0,0.0
1550,CSU1,NC,HN2,--,200.0,"1995/10/17,00:00:00","1997/05/29,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1551,CSU1,NC,HN2,--,100.0,"1997/05/29,00:00:00","2000/09/28,08:44:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1552,CSU1,NC,HN2,--,200.0,"2000/09/28,08:44:00","2007/11/20,21:06:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1553,CSU1,NC,HN2,--,200.0,"2007/11/20,21:06:00","2008/02/05,19:30:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1554,CSU1,NC,HN2,--,200.0,"2008/02/05,19:30:00","2015/03/13,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1555,CSU1,NC,HN2,--,200.0,"2015/03/13,00:00:00","2021/07/07,23:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1556,CSU1,NC,HN2,--,200.0,"2021/07/07,23:00:00","3000/01/01,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,0.0
1557,CSU1,NC,HN3,--,200.0,"1995/10/17,00:00:00","1997/05/29,00:00:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1558,CSU1,NC,HN3,--,100.0,"1997/05/29,00:00:00","2000/09/28,08:44:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
1559,CSU1,NC,HN3,--,200.0,"2000/09/28,08:44:00","2007/11/20,21:06:00",37.64303,-121.9402,375.0,124.0,0.0,90.0
